SKU;NOMBRE; PRECIO ;FABRICANTE;CATEGORIA-LINEA;SUB-CATEGORIA;DESCRIPCION CORTA;DESCRIPCION LARGA;META TAGS;FICHA TECNICA;IMPUESTO;NOMBRE IMÁGENES DEL PRODUCTO;;;RUTA DE LAS IMAGENES;;;INVENTARIO
207;GEL CREAM MOLDEANTE Y REDUCTOS CALOR EXTREMO 1000gr                 ; $ 8.400 ;BELLALIN                      ;CORPORAL;GELES;GEL REDUCTOR  AJI  CREAM CALOR EXTREMO X 1000 (JJ);;GELES;;IVA 19%;GEL CREAM MOLDEANTE Y REDUCTOS CALOR EXTREMO 1000gr                 ;GEL CREAM MOLDEANTE Y REDUCTOS CALOR EXTREMO 1000gr                 ;GEL CREAM MOLDEANTE Y REDUCTOS CALOR EXTREMO 1000gr                 ;;;;
208;GEL CURCUMA Y MENTA PIPERITA 300ml                            ; $ 8.400 ;BELLALIN                      ;CORPORAL;GELES;GEL MEDICADO CURCUMA 300 (JJ)                     ;;GELES;;IVA 19%;GEL CURCUMA Y MENTA PIPERITA 300ml                            ;GEL CURCUMA Y MENTA PIPERITA 300ml                            ;GEL CURCUMA Y MENTA PIPERITA 300ml                            ;;;;
209;GEL DE ALGAS MARINAS 500gr                         ; $ 8.400 ;BELLALIN                      ;CORPORAL;GELES;GEL ALGAS MARINAS X 500 CM3 (JJ)                  ;;GELES;;IVA 19%;GEL DE ALGAS MARINAS 500gr                         ;GEL DE ALGAS MARINAS 500gr                         ;GEL DE ALGAS MARINAS 500gr                         ;;;;
210;GEL DE BAÑO Y DUCHA DERMOPROTECTOR 750ml         ; $ 9.000 ;AMALFI                        ;CORPORAL;GELES;GEL BAÑO DUCHA AMALFI DERMO 750MIL                ;;GELES;;IVA 19%;GEL DE BAÑO Y DUCHA DERMOPROTECTOR 750ml         ;GEL DE BAÑO Y DUCHA DERMOPROTECTOR 750ml         ;GEL DE BAÑO Y DUCHA DERMOPROTECTOR 750ml         ;;;;
211;GEL DE BAÑO Y DUCHA DERMOPROTECTOR FORMATO AHORRO 1250ml                     ; $ 13.000 ;AMALFI                        ;CORPORAL;GELES;GEL BAÑO DUCHA AMALFI DERMO 1250 ML               ;;GELES;;IVA 19%;GEL DE BAÑO Y DUCHA DERMOPROTECTOR FORMATO AHORRO 1250ml                     ;GEL DE BAÑO Y DUCHA DERMOPROTECTOR FORMATO AHORRO 1250ml                     ;GEL DE BAÑO Y DUCHA DERMOPROTECTOR FORMATO AHORRO 1250ml                     ;;;;
212;GEL DE BAÑO Y DUCHA FLOR DE VAINILLA HIDRATANTE 750ml                   ; $ 9.000 ;AMALFI                        ;CORPORAL;GELES;GEL BAÑO DUCHA AMALFI VAINILLA 750MIL             ;;GELES;;IVA 19%;GEL DE BAÑO Y DUCHA FLOR DE VAINILLA HIDRATANTE 750ml                   ;GEL DE BAÑO Y DUCHA FLOR DE VAINILLA HIDRATANTE 750ml                   ;GEL DE BAÑO Y DUCHA FLOR DE VAINILLA HIDRATANTE 750ml                   ;;;;
213;GEL DE BAÑO Y DUCHA FRUTOS ROJOS HIDRATANTE 750ml                ; $ 9.000 ;AMALFI                        ;CORPORAL;GELES;GEL BAÑO DUCHA AMALFI FRUTOS ROJOS 750MIL         ;;GELES;;IVA 19%;GEL DE BAÑO Y DUCHA FRUTOS ROJOS HIDRATANTE 750ml                ;GEL DE BAÑO Y DUCHA FRUTOS ROJOS HIDRATANTE 750ml                ;GEL DE BAÑO Y DUCHA FRUTOS ROJOS HIDRATANTE 750ml                ;;;;
214;GEL DE BAÑO Y DUCHA LECHE DE COCO HIDRATANTE 750ml                 ; $ 9.000 ;AMALFI                        ;CORPORAL;GELES;GEL BAÑO DUCHA AMALFI COCO 750MIL                 ;;GELES;;IVA 19%;GEL DE BAÑO Y DUCHA LECHE DE COCO HIDRATANTE 750ml                 ;GEL DE BAÑO Y DUCHA LECHE DE COCO HIDRATANTE 750ml                 ;GEL DE BAÑO Y DUCHA LECHE DE COCO HIDRATANTE 750ml                 ;;;;
215;GEL DE BAÑO Y DUCHA LIMA Y GINSENG HIDRATANTE 750ml           ; $ 9.000 ;AMALFI                        ;CORPORAL;GELES;GEL BAÑO DUCHA AMALFI LIME Y GINSENG 750MIL       ;;GELES;;IVA 19%;GEL DE BAÑO Y DUCHA LIMA Y GINSENG HIDRATANTE 750ml           ;GEL DE BAÑO Y DUCHA LIMA Y GINSENG HIDRATANTE 750ml           ;GEL DE BAÑO Y DUCHA LIMA Y GINSENG HIDRATANTE 750ml           ;;;;
216;GEL DE BAÑO Y DUCHA MOJITO Y LIMÓN 750ml              ; $ 9.000 ;AMALFI                        ;CORPORAL;GELES;GEL BAÑO DUCHA AMALFI MOJITO & LIMON 750MIL       ;;GELES;;IVA 19%;GEL DE BAÑO Y DUCHA MOJITO Y LIMÓN 750ml              ;GEL DE BAÑO Y DUCHA MOJITO Y LIMÓN 750ml              ;GEL DE BAÑO Y DUCHA MOJITO Y LIMÓN 750ml              ;;;;
217;GEL DE BAÑO Y DUCHA MORA Y GROSELLA HIDRATANTE 750ml; $ 9.000 ;AMALFI                        ;CORPORAL;GELES;GEL BAÑO DUCHA AMALFI MORA Y GROSELLA 750MIL      ;;GELES;;IVA 19%;GEL DE BAÑO Y DUCHA MORA Y GROSELLA HIDRATANTE 750ml;GEL DE BAÑO Y DUCHA MORA Y GROSELLA HIDRATANTE 750ml;GEL DE BAÑO Y DUCHA MORA Y GROSELLA HIDRATANTE 750ml;;;;
218;GEL DE BAÑO Y DUCHA OLIVA 750ml                      ; $ 9.000 ;AMALFI                        ;CORPORAL;GELES;GEL BAÑO DUCHA AMALFI OLIVA 750MIL                ;;GELES;;IVA 19%;GEL DE BAÑO Y DUCHA OLIVA 750ml                      ;GEL DE BAÑO Y DUCHA OLIVA 750ml                      ;GEL DE BAÑO Y DUCHA OLIVA 750ml                      ;;;;
219;GEL DE BAÑO Y DUCHA ROSA MOSQUETA FORMATO AHORRO 1250ml; $ 13.000 ;AMALFI                        ;CORPORAL;GELES;GEL BAÑO DUCHA AMALFI FRUTOS ROJOS X 1250 (AM)    ;;GELES;;IVA 19%;GEL DE BAÑO Y DUCHA ROSA MOSQUETA FORMATO AHORRO 1250ml;GEL DE BAÑO Y DUCHA ROSA MOSQUETA FORMATO AHORRO 1250ml;GEL DE BAÑO Y DUCHA ROSA MOSQUETA FORMATO AHORRO 1250ml;;;;
220;GEL DE BAÑO Y DUCHA ROSA MOSQUETA HIDRATANTE 750ML             ; $ 9.000 ;AMALFI                        ;CORPORAL;GELES;GEL BAÑO DUCHA AMALFI ROSA MOSQUETA 750MIL        ;;GELES;;IVA 19%;GEL DE BAÑO Y DUCHA ROSA MOSQUETA HIDRATANTE 750ML             ;GEL DE BAÑO Y DUCHA ROSA MOSQUETA HIDRATANTE 750ML             ;GEL DE BAÑO Y DUCHA ROSA MOSQUETA HIDRATANTE 750ML             ;;;;
221;GEL DE BAÑO Y DUCHA SUPREME HIDRATANTE 750ml                      ; $ 9.000 ;AMALFI                        ;CORPORAL;GELES;GEL BAÑO DUCHA AMALFI SUPREME 750MIL              ;;GELES;;IVA 19%;GEL DE BAÑO Y DUCHA SUPREME HIDRATANTE 750ml                      ;GEL DE BAÑO Y DUCHA SUPREME HIDRATANTE 750ml                      ;GEL DE BAÑO Y DUCHA SUPREME HIDRATANTE 750ml                      ;;;;
222;GEL RELAJANTE PRONTO ALIVIO 250gr        ; $ 23.000 ;NATURAL CONEXION              ;CORPORAL;GELES;GEL RELAJANTE ANTI-INFLAMATORIO PRONTOALIVIO X 250;;GELES;;IVA 19%;GEL RELAJANTE PRONTO ALIVIO 250gr        ;GEL RELAJANTE PRONTO ALIVIO 250gr        ;GEL RELAJANTE PRONTO ALIVIO 250gr        ;;;;
223;GEL ROMERO Y ARNICA 300ml                         ; $ 8.400 ;BELLALIN                      ;CORPORAL;GELES;GEL MEDICADO ROMERO 300 (JJ)                      ;;GELES;;IVA 19%;GEL ROMERO Y ARNICA 300ml                         ;GEL ROMERO Y ARNICA 300ml                         ;GEL ROMERO Y ARNICA 300ml                         ;;;;
224;GEL SAUNA CALIENTE DE AJÍ 500gr                              ; $ 8.800 ;BELLALIN                      ;CORPORAL;GELES;GEL REDUCTOR DE AJI X 500 CC (JJ)                 ;;GELES;;IVA 19%;GEL SAUNA CALIENTE DE AJÍ 500gr                              ;GEL SAUNA CALIENTE DE AJÍ 500gr                              ;GEL SAUNA CALIENTE DE AJÍ 500gr                              ;;;;
225;GEL SAUNA MOLDEANTE Y REDUCTOR 500gr                         ; $ 8.400 ;BELLALIN                      ;CORPORAL;GELES;GEL SAUNA REDUCTOR X 500 cm3                      ;;GELES;;IVA 19%;GEL SAUNA MOLDEANTE Y REDUCTOR 500gr                         ;GEL SAUNA MOLDEANTE Y REDUCTOR 500gr                         ;GEL SAUNA MOLDEANTE Y REDUCTOR 500gr                         ;;;;
226;JABÓN ANTIBACTERIAL PARA MANOS ALOE VERA 520ml         ; $ 8.300 ;NEVADA                        ;CORPORAL;JABÓN;JABON LIQUIDO MANOS ALOE ANTIBACTERIAL X 520      ;;JABÓN;;IVA 19%;JABÓN ANTIBACTERIAL PARA MANOS ALOE VERA 520ml         ;JABÓN ANTIBACTERIAL PARA MANOS ALOE VERA 520ml         ;JABÓN ANTIBACTERIAL PARA MANOS ALOE VERA 520ml         ;;;;
227;JABÓN ANTIBACTERIAL PARA MANOS LAVANDA 520ml          ; $ 8.300 ;NEVADA                        ;CORPORAL;JABÓN;JABON LIQUIDO PARA MANOS LAVANDA 520 ML ANTIBACTER;;JABÓN;;IVA 19%;JABÓN ANTIBACTERIAL PARA MANOS LAVANDA 520ml          ;JABÓN ANTIBACTERIAL PARA MANOS LAVANDA 520ml          ;JABÓN ANTIBACTERIAL PARA MANOS LAVANDA 520ml          ;;;;
228;JABÓN ANTIBACTERIAL PARA MANOS OLIVE 520ml          ; $ 8.300 ;NEVADA                        ;CORPORAL;JABÓN;JABON LIQUIDO PARA MANOS OLIVE 520 ML ANTIBACTERIA;;JABÓN;;IVA 19%;JABÓN ANTIBACTERIAL PARA MANOS OLIVE 520ml          ;JABÓN ANTIBACTERIAL PARA MANOS OLIVE 520ml          ;JABÓN ANTIBACTERIAL PARA MANOS OLIVE 520ml          ;;;;
229;JABÓN CON EXTRACTOS BOTÁNICOS ALOE VERA 100gr                              ; $ 11.400 ;NATURAL CONEXION              ;CORPORAL;JABÓN;JABON MEDICINAL ALOE VERA X 100 GR  (NX)          ;;JABÓN;;IVA 19%;JABÓN CON EXTRACTOS BOTÁNICOS ALOE VERA 100gr                              ;JABÓN CON EXTRACTOS BOTÁNICOS ALOE VERA 100gr                              ;JABÓN CON EXTRACTOS BOTÁNICOS ALOE VERA 100gr                              ;;;;
230;JABÓN CON EXTRACTOS BOTÁNICOS AVENA, LECHE Y MIEL 100gr               ; $ 11.400 ;NATURAL CONEXION              ;CORPORAL;JABÓN;JABON MEDICINAL AVENA LECHE Y MIEL 100gr          ;;JABÓN;;IVA 19%;JABÓN CON EXTRACTOS BOTÁNICOS AVENA, LECHE Y MIEL 100gr               ;JABÓN CON EXTRACTOS BOTÁNICOS AVENA, LECHE Y MIEL 100gr               ;JABÓN CON EXTRACTOS BOTÁNICOS AVENA, LECHE Y MIEL 100gr               ;;;;
231;JABÓN CON EXTRACTOS BOTÁNICOS AZUCENAS 100gr                            ; $ 11.400 ;NATURAL CONEXION              ;CORPORAL;JABÓN;JABON MEDICINAL AZUCENA X 100 GR                  ;;JABÓN;;IVA 19%;JABÓN CON EXTRACTOS BOTÁNICOS AZUCENAS 100gr                            ;JABÓN CON EXTRACTOS BOTÁNICOS AZUCENAS 100gr                            ;JABÓN CON EXTRACTOS BOTÁNICOS AZUCENAS 100gr                            ;;;;
232;JABÓN CON EXTRACTOS BOTÁNICOS AZUFRE 100gr                          ; $ 11.400 ;NATURAL CONEXION              ;CORPORAL;JABÓN;JABON MEDICINAL AZUFRE 100gr                      ;;JABÓN;;IVA 19%;JABÓN CON EXTRACTOS BOTÁNICOS AZUFRE 100gr                          ;JABÓN CON EXTRACTOS BOTÁNICOS AZUFRE 100gr                          ;JABÓN CON EXTRACTOS BOTÁNICOS AZUFRE 100gr                          ;;;;
233;JABÓN CON EXTRACTOS BOTÁNICOS CALÉNDULA, MANZANILLA Y MIEL 100gr           ; $ 11.400 ;NATURAL CONEXION              ;CORPORAL;JABÓN;JABON MEDICADO CALENDULA MANZANILLA MIEL X 100 (NX;;JABÓN;;IVA 19%;JABÓN CON EXTRACTOS BOTÁNICOS CALÉNDULA, MANZANILLA Y MIEL 100gr           ;JABÓN CON EXTRACTOS BOTÁNICOS CALÉNDULA, MANZANILLA Y MIEL 100gr           ;JABÓN CON EXTRACTOS BOTÁNICOS CALÉNDULA, MANZANILLA Y MIEL 100gr           ;;;;
234;JABÓN EN CREMA ALOE VERA 500ml                ; $ 6.700 ;AMALFI                        ;CORPORAL;JABÓN;JABON EN CREMA AMALFI ALOE VERA 500MIL            ;;JABÓN;;IVA 19%;JABÓN EN CREMA ALOE VERA 500ml                ;JABÓN EN CREMA ALOE VERA 500ml                ;JABÓN EN CREMA ALOE VERA 500ml                ;;;;
235;JABÓN EN CREMA AVENA 500ml                         ; $ 6.700 ;AMALFI                        ;CORPORAL;JABÓN;JABON EN CREMA AMALFI AVENA 500MIL                ;;JABÓN;;IVA 19%;JABÓN EN CREMA AVENA 500ml                         ;JABÓN EN CREMA AVENA 500ml                         ;JABÓN EN CREMA AVENA 500ml                         ;;;;
236;JABÓN EN CREMA CHERRY GUM 500ml                      ; $ 6.700 ;AMALFI                        ;CORPORAL;JABÓN;JABON EN CREMA AMALFI CHERRY GUM500MIL            ;;JABÓN;;IVA 19%;JABÓN EN CREMA CHERRY GUM 500ml                      ;JABÓN EN CREMA CHERRY GUM 500ml                      ;JABÓN EN CREMA CHERRY GUM 500ml                      ;;;;
237;JABÓN EN CREMA DERMO 500ml                          ; $ 6.700 ;AMALFI                        ;CORPORAL;JABÓN;JABON EN CREMA AMALFI DERMO 500MIL                ;;JABÓN;;IVA 19%;JABÓN EN CREMA DERMO 500ml                          ;JABÓN EN CREMA DERMO 500ml                          ;JABÓN EN CREMA DERMO 500ml                          ;;;;
238;JABÓN EN CREMA FRUTOS DEL BOSQUE 500ml             ; $ 6.700 ;AMALFI                        ;CORPORAL;JABÓN;JABON EN CREMA AMALFI FRUTOS DEL BOSQUE 500MIL    ;;JABÓN;;IVA 19%;JABÓN EN CREMA FRUTOS DEL BOSQUE 500ml             ;JABÓN EN CREMA FRUTOS DEL BOSQUE 500ml             ;JABÓN EN CREMA FRUTOS DEL BOSQUE 500ml             ;;;;
239;JABÓN EN CREMA KIDS 500ml                  ; $ 6.700 ;AMALFI                        ;CORPORAL;JABÓN;JABON EN CREMA AMALFI KIDS 500MIL                 ;;JABÓN;;IVA 19%;JABÓN EN CREMA KIDS 500ml                  ;JABÓN EN CREMA KIDS 500ml                  ;JABÓN EN CREMA KIDS 500ml                  ;;;;
240;JABÓN EN CREMA KIWI 500ml                     ; $ 6.700 ;AMALFI                        ;CORPORAL;JABÓN;JABON EN CREMA AMALFI KIWI X 500 (AM)             ;;JABÓN;;IVA 19%;JABÓN EN CREMA KIWI 500ml                     ;JABÓN EN CREMA KIWI 500ml                     ;JABÓN EN CREMA KIWI 500ml                     ;;;;
241;JABÓN EN CREMA LOVE 500ml                    ; $ 6.700 ;AMALFI                        ;CORPORAL;JABÓN;JABON EN CREMA AMALFI LOVE 500MIL                 ;;JABÓN;;IVA 19%;JABÓN EN CREMA LOVE 500ml                    ;JABÓN EN CREMA LOVE 500ml                    ;JABÓN EN CREMA LOVE 500ml                    ;;;;
242;JABÓN EN CREMA MANZANA 500ml                      ; $ 6.700 ;AMALFI                        ;CORPORAL;JABÓN;JABON EN CREMA AMALFI MANZNA 500MIL               ;;JABÓN;;IVA 19%;JABÓN EN CREMA MANZANA 500ml                      ;JABÓN EN CREMA MANZANA 500ml                      ;JABÓN EN CREMA MANZANA 500ml                      ;;;;
243;JABÓN EN CREMA OLIVA 500ml                     ; $ 6.700 ;AMALFI                        ;CORPORAL;JABÓN;JABON EN CREMA AMALFI OLIVA 500MIL                ;;JABÓN;;IVA 19%;JABÓN EN CREMA OLIVA 500ml                     ;JABÓN EN CREMA OLIVA 500ml                     ;JABÓN EN CREMA OLIVA 500ml                     ;;;;
244;JABÓN EN CREMA ROSA MOSQUETA 500ml                    ; $ 6.700 ;AMALFI                        ;CORPORAL;JABÓN;JABON EN CREMA AMALFI ROSA 500MIL                 ;;JABÓN;;IVA 19%;JABÓN EN CREMA ROSA MOSQUETA 500ml                    ;JABÓN EN CREMA ROSA MOSQUETA 500ml                    ;JABÓN EN CREMA ROSA MOSQUETA 500ml                    ;;;;
245;JABÓN EN CREMA SPA 500ml                 ; $ 6.700 ;AMALFI                        ;CORPORAL;JABÓN;JABON EN CREMA AMALFI SPA 500MIL                  ;;JABÓN;;IVA 19%;JABÓN EN CREMA SPA 500ml                 ;JABÓN EN CREMA SPA 500ml                 ;JABÓN EN CREMA SPA 500ml                 ;;;;
246;JABÓN EN CREMA SUMMER FRUIT 500ml                 ; $ 6.700 ;AMALFI                        ;CORPORAL;JABÓN;JABON EN CREMA AMALFI SUMIVERFRUIT 500MIL         ;;JABÓN;;IVA 19%;JABÓN EN CREMA SUMMER FRUIT 500ml                 ;JABÓN EN CREMA SUMMER FRUIT 500ml                 ;JABÓN EN CREMA SUMMER FRUIT 500ml                 ;;;;
247;JABÓN ÍNTIMO CON  MENTA 266ml            ; $ 11.300 ;NEVADA                  ;ÍNTIMA;JABÓN;FEM/NE INTIMATE WASH JABON INTIMO MENTA 266ML     ;;JABÓN ÍNTIMO;;IVA 19%;JABÓN ÍNTIMO CON  MENTA 266ml            ;JABÓN ÍNTIMO CON  MENTA 266ml            ;JABÓN ÍNTIMO CON  MENTA 266ml            ;;;;
248;JABÓN ÍNTIMO CON EXTRAXTOS DE ROSAS 266ml            ; $ 11.300 ;NEVADA                 ;ÍNTIMA;JABÓN;FEMININE INTIMATE WASH JABON INTIMO ROSA 266ML    ;;JABÓN ÍNTIMO;;IVA 19%;JABÓN ÍNTIMO CON EXTRAXTOS DE ROSAS 266ml            ;JABÓN ÍNTIMO CON EXTRAXTOS DE ROSAS 266ml            ;JABÓN ÍNTIMO CON EXTRAXTOS DE ROSAS 266ml            ;;;;
249;JABÓN ÍNTIMO EXTRACTO DE ÁRBOL DE TÉ 500ml          ; $ 13.500 ;AMALFI                        ;CORPORAL;JABÓN;JABON INTIMO AMALFI  ARBOL DE TE X 500 (AM)       ;;JABÓN;;IVA 19%;JABÓN ÍNTIMO EXTRACTO DE ÁRBOL DE TÉ 500ml          ;JABÓN ÍNTIMO EXTRACTO DE ÁRBOL DE TÉ 500ml          ;JABÓN ÍNTIMO EXTRACTO DE ÁRBOL DE TÉ 500ml          ;;;;
250;LIMPIADOR FACIAL DE AGUACATE 225ml          ; $ 11.600 ;NEVADA                 ;FACIAL;CREMAS;CREMA LIMPIADORA FACIAL AGUACATE  X 225 (NV)      ;;CREMAS;;IVA 19%;LIMPIADOR FACIAL DE AGUACATE 225ml          ;LIMPIADOR FACIAL DE AGUACATE 225ml          ;LIMPIADOR FACIAL DE AGUACATE 225ml          ;;;;
251;LIMPIADOR FACIAL DE ALOE VERA 225ml                ; $ 11.600 ;NEVADA                 ;FACIAL;CREMAS;CREMA LIMPIADORA FACIAL ALOE VERA X 225 (NV)      ;;CREMAS;;IVA 19%;LIMPIADOR FACIAL DE ALOE VERA 225ml                ;LIMPIADOR FACIAL DE ALOE VERA 225ml                ;LIMPIADOR FACIAL DE ALOE VERA 225ml                ;;;;
252;LIMPIADOR FACIAL DE LIMÓN 225ml                       ; $ 11.600 ;NEVADA                 ;FACIAL;CREMAS;CREMA LIMPIADORA FACIAL PEPINO X 225 (NV)         ;;CREMAS;;IVA 19%;LIMPIADOR FACIAL DE LIMÓN 225ml                       ;LIMPIADOR FACIAL DE LIMÓN 225ml                       ;LIMPIADOR FACIAL DE LIMÓN 225ml                       ;;;;
253;LIMPIADOR FACIAL DE PEPINO 225ml                ; $ 11.600 ;NEVADA                 ;FACIAL;LIMPIADORES FACIALES;LIMPIADOR FACIAL PEPINO X 225 (NV)                ;;LIMPIADORES FACIALES;;IVA 19%;LIMPIADOR FACIAL DE PEPINO 225ml                ;LIMPIADOR FACIAL DE PEPINO 225ml                ;LIMPIADOR FACIAL DE PEPINO 225ml                ;;;;
254;LOCIÓN ÍNTIMA CALÉNDULA, SÁBILA Y MANZANILLA 240ml                              ; $ 14.300 ;HERBACOL                      ;ÍNTIMA;LOCIONES;LOCION INTIMA X 240 CC (HB)                       ;;LOCIÓN ÍNTIMA;;IVA 19%;LOCIÓN ÍNTIMA CALÉNDULA, SÁBILA Y MANZANILLA 250ml                              ;LOCIÓN ÍNTIMA CALÉNDULA, SÁBILA Y MANZANILLA 250ml                              ;LOCIÓN ÍNTIMA CALÉNDULA, SÁBILA Y MANZANILLA 250ml                              ;;;;
255;LOCIÓN SPLASH AGUA DE ROSAS Y FRESAS 250ml                              ; $ 9.800 ;HERBACOL                      ;CORPORAL;LOCIONES;LOCION AGUA DE ROSAS X 250 ML (HB)                ;;LOCIÓN ÍNTIMA;;IVA 19%;LOCIÓN SPLASH AGUA DE ROSAS Y FRESAS 240ml                              ;LOCIÓN SPLASH AGUA DE ROSAS Y FRESAS 240ml                              ;LOCIÓN SPLASH AGUA DE ROSAS Y FRESAS 240ml                              ;;;;
256;MASCARILLA DE COLÁGENO PARA LOS PIES  6  UNIDADES                       ; $ 64.000 ;NEVADA              ;CORPORAL;MASCARILLAS;MASCARILLA DE COLAGENO PIES 6X50 (NV)             ;;MASCARILLAS;;IVA 19%;MASCARILLA DE COLÁGENO PARA LOS PIES  6  UNIDADES                       ;MASCARILLA DE COLÁGENO PARA LOS PIES  6  UNIDADES                       ;MASCARILLA DE COLÁGENO PARA LOS PIES  6  UNIDADES                       ;;;;
257;MASCARILLA EXFOLIANTE E HIDRATANTE DE NARANJA 10UND X 50gr                    ; $ 31.500 ;NEVADA              ;FACIAL;MASCARILLAS;MASCARILLA FACIAL NARANJA 10 PZ                   ;;MASCARILLAS;;IVA 19%;MASCARILLA EXFOLIANTE E HIDRATANTE DE NARANJA 10UND X 50gr                    ;MASCARILLA EXFOLIANTE E HIDRATANTE DE NARANJA 10UND X 50gr                    ;MASCARILLA EXFOLIANTE E HIDRATANTE DE NARANJA 10UND X 50gr                    ;;;;
258;MASCARILLA FACIAL APRICOT Y COLÁGENO  6 UND                      ; $ 30.500 ;NEVADA              ;FACIAL;MASCARILLAS;MASCARILLA FACIAL APRICOT 6X60 GR (NV)            ;;MASCARILLAS;;IVA 19%;MASCARILLA FACIAL APRICOT Y COLÁGENO  6 UND                      ;MASCARILLA FACIAL APRICOT Y COLÁGENO  6 UND                      ;MASCARILLA FACIAL APRICOT Y COLÁGENO  6 UND                      ;;;;
259;MASCARILLA FACIAL BOTOX Y COLÁGENO  6 UND                      ; $ 30.500 ;NEVADA              ;FACIAL;MASCARILLAS;MASCARILLA FACIAL BOTOX 6X60GR (NV)               ;;MASCARILLAS;;IVA 19%;MASCARILLA FACIAL BOTOX Y COLÁGENO  6 UND                      ;MASCARILLA FACIAL BOTOX Y COLÁGENO  6 UND                      ;MASCARILLA FACIAL BOTOX Y COLÁGENO  6 UND                      ;;;;
260;MASCARILLA FACIAL CAVIAR Y COLÁGENO  6 UND                       ; $ 30.500 ;NEVADA              ;FACIAL;MASCARILLAS;MASCARILLA FACIAL CAVIAR 6X60GR (NV)              ;;MASCARILLAS;;IVA 19%;MASCARILLA FACIAL CAVIAR Y COLÁGENO  6 UND                       ;MASCARILLA FACIAL CAVIAR Y COLÁGENO  6 UND                       ;MASCARILLA FACIAL CAVIAR Y COLÁGENO  6 UND                       ;;;;
261;MASCARILLA FACIAL ELASTINA Y COLÁGENO  6 UND                    ; $ 30.500 ;NEVADA              ;FACIAL;MASCARILLAS;MASCARILLA FACIAL ELASTINA 6X60GR (NV)            ;;MASCARILLAS;;IVA 19%;MASCARILLA FACIAL ELASTINA Y COLÁGENO  6 UND                    ;MASCARILLA FACIAL ELASTINA Y COLÁGENO  6 UND                    ;MASCARILLA FACIAL ELASTINA Y COLÁGENO  6 UND                    ;;;;
262;MASCARILLA FACIAL OMEGA 3 Y COLÁGENO  6 UND                              ; $ 30.500 ;NEVADA              ;FACIAL;MASCARILLAS;MASCARILLA FACIAL OMEGA 3 6X60GR (NV)             ;;MASCARILLAS;;IVA 19%;MASCARILLA FACIAL OMEGA 3 Y COLÁGENO  6 UND                              ;MASCARILLA FACIAL OMEGA 3 Y COLÁGENO  6 UND                              ;MASCARILLA FACIAL OMEGA 3 Y COLÁGENO  6 UND                              ;;;;
263;MASCARILLA NEGRA ALOE VERA 120gr                         ; $ 1 ;NEVADA              ;FACIAL;MASCARILLAS;MASCARILLA NEGRA ALOE VERA 120 GR                 ;;MASCARILLAS;;IVA 19%;MASCARILLA NEGRA ALOE VERA 120gr                         ;MASCARILLA NEGRA ALOE VERA 120gr                         ;MASCARILLA NEGRA ALOE VERA 120gr                         ;;;;
264;MASCARILLA NEGRA PEPINO 120gr                         ; $ 15.500 ;NEVADA              ;FACIAL;MASCARILLAS;MASCARILLA NEGRA PEPINO 120 GR (NV)               ;;MASCARILLAS;;IVA 19%;MASCARILLA NEGRA PEPINO 120gr                         ;MASCARILLA NEGRA PEPINO 120gr                         ;MASCARILLA NEGRA PEPINO 120gr                         ;;;;
265;MASCARILLA NEGRA SEA MUD BARRO MARINO 120gr         ; $ 15.500 ;NEVADA              ;FACIAL;MASCARILLAS;MASCARILLA NEGRA SEAMUD BARRO MARINO X 120 (NV)   ;;MASCARILLAS;;IVA 19%;MASCARILLA NEGRA SEA MUD BARRO MARINO 120gr         ;MASCARILLA NEGRA SEA MUD BARRO MARINO 120gr         ;MASCARILLA NEGRA SEA MUD BARRO MARINO 120gr         ;;;;
266;MASCARILLA REGENERA E HIDRATA CHOCOLATE 10UND X 50gr                    ; $ 31.500 ;NEVADA              ;FACIAL;MASCARILLAS;MASCARILLA FACIAL CHOCOLATE 10 PZ (NV)            ;;MASCARILLAS;;IVA 19%;MASCARILLA REGENERA E HIDRATA CHOCOLATE 10UND X 50gr                    ;MASCARILLA REGENERA E HIDRATA CHOCOLATE 10UND X 50gr                    ;MASCARILLA REGENERA E HIDRATA CHOCOLATE 10UND X 50gr                    ;;;;
267;MASCARILLA VOLCÁNICA  100gr                               ; $ 13.600 ;NEVADA              ;FACIAL;MASCARILLAS;MASCARILLA VOLCANICA 100GR                        ;;MASCARILLAS;;IVA 19%;MASCARILLA VOLCÁNICA  100gr                               ;MASCARILLA VOLCÁNICA  100gr                               ;MASCARILLA VOLCÁNICA  100gr                               ;;;;
268;REMOVEDOR DE CUTÍCULA 60ml                      ; $ 2.200 ;LABORATORIOS GRACE            ;MANOS Y UÑAS;ESMALTES;REMOVEDOR DE CUTICULA X 60 (GR)                   ;;REMOVEDOR;;IVA 19%;REMOVEDOR DE CUTÍCULA 60ml                      ;REMOVEDOR DE CUTÍCULA 60ml                      ;REMOVEDOR DE CUTÍCULA 60ml                      ;;;;
269;REMOVEDOR DE ESMALTE CALCIO  30gr                       ; $ 2.200 ;LABORATORIOS GRACE            ;MANOS Y UÑAS;ESMALTES;REMOVEDOR DE ESMALTE CALCIO X 30 (GR)             ;;REMOVEDOR;;IVA 19%;REMOVEDOR DE ESMALTE CALCIO  30gr                       ;REMOVEDOR DE ESMALTE CALCIO  30gr                       ;REMOVEDOR DE ESMALTE CALCIO  30gr                       ;;;;
